[[1005  116]] , [[1004  117]]
[[675 605]] , [[675 606]]
[[938 304]] , [[938 306]]
[[620 490]] , [[620 494]]
[[766 485]] , [[766 490]]
[[430 451]] , [[429 452]]
[[382 356]] , [[382 360]]
[[828 117]] , [[827 118]]
[[1005  116]] , [[1004  117]]
[[675 605]] , [[675 606]]
[[938 304]] , [[938 306]]
[[620 490]] , [[620 494]]
[[766 485]] , [[766 490]]
[[430 451]] , [[429 452]]
[[382 356]] , [[382 360]]
[[828 117]] , [[827 118]]
[[433 838]] , [[430 841]]
[[ 631 1034]] , [[ 632 1035]]
[[824 837]] , [[822 839]]
[[377 856]] , [[376 857]]
[[237 838]] , [[235 840]]
[[ 499 1191]] , [[ 500 1190]]
[[ 611 1343]] , [[ 611 1344]]
[[434 937]] , [[434 941]]
[[566 988]] , [[565 989]]
[[639 934]] , [[638 935]]
[[804 879]] , [[803 880]]
[[371 833]] , [[370 834]]
[[772 870]] , [[773 869]]
[[721 632]] , [[722 631]]
[[718 627]] , [[717 628]]
[[610 549]] , [[608 551]]
[[576 570]] , [[576 571]]
[[183 570]] , [[183 575]]
[[238 551]] , [[236 553]]
[[183 570]] , [[183 574]]
[[654 485]] , [[653 486]]
[[254 551]] , [[252 553]]
[[459 488]] , [[457 490]]
[[710 484]] , [[710 488]]
[[374 549]] , [[373 550]]
[[589 550]] , [[589 554]]
[[398 549]] , [[398 553]]
[[786 559]] , [[786 563]]
[[407 572]] , [[405 574]]
[[164 559]] , [[163 560]]
[[702 552]] , [[702 556]]
[[539 645]] , [[540 644]]
[[463 488]] , [[462 489]]
[[105 485]] , [[105 489]]
[[652 488]] , [[652 492]]
[[928 607]] , [[928 611]]
[[545 637]] , [[545 641]]
[[628 617]] , [[628 621]]
[[753 629]] , [[753 633]]
[[507 663]] , [[507 664]]
[[754 629]] , [[754 633]]
[[749 644]] , [[749 649]]
[[928 607]] , [[928 611]]
[[751 647]] , [[751 650]]
[[478 667]] , [[478 671]]
[[751 647]] , [[751 650]]
[[816 693]] , [[815 694]]
[[778 635]] , [[777 636]]
[[714 640]] , [[713 641]]
[[778 635]] , [[777 636]]
[[756 631]] , [[755 632]]
[[844 655]] , [[843 656]]
[[819 680]] , [[820 679]]
[[510 685]] , [[509 686]]
[[497 668]] , [[498 667]]
[[780 682]] , [[779 683]]
[[626 687]] , [[629 687]]
[[399 699]] , [[397 701]]
[[471 685]] , [[471 689]]
[[519 683]] , [[518 684]]
[[366 679]] , [[366 683]]
[[609 658]] , [[610 657]]
[[854 667]] , [[854 670]]
[[324 679]] , [[324 683]]
[[622 685]] , [[621 686]]
[[574 701]] , [[573 702]]
[[324 679]] , [[324 683]]
[[372 685]] , [[371 686]]
[[556 670]] , [[555 671]]
[[695 727]] , [[693 729]]
[[649 691]] , [[650 690]]
[[809 681]] , [[809 682]]
[[598 695]] , [[597 696]]
[[632 727]] , [[631 728]]
[[618 685]] , [[617 686]]
[[531 719]] , [[532 718]]
[[453 702]] , [[453 706]]
[[453 702]] , [[453 706]]
[[453 702]] , [[453 706]]
[[802 715]] , [[801 716]]
[[568 700]] , [[567 701]]
[[511 715]] , [[511 716]]
[[447 701]] , [[447 705]]
[[617 738]] , [[618 737]]
[[597 691]] , [[595 693]]
[[691 727]] , [[690 728]]
[[773 725]] , [[773 732]]
[[606 735]] , [[605 736]]
[[340 845]] , [[339 846]]
[[622 725]] , [[621 726]]
[[758 722]] , [[758 727]]
[[583 743]] , [[583 746]]
[[379 728]] , [[379 733]]
[[454 715]] , [[454 719]]
[[558 733]] , [[557 734]]
[[638 727]] , [[637 728]]
[[809 692]] , [[810 691]]
[[516 683]] , [[514 685]]
[[370 701]] , [[370 705]]
[[454 715]] , [[454 719]]
[[354 701]] , [[354 705]]
[[432 699]] , [[431 700]]
[[461 714]] , [[461 718]]
[[521 680]] , [[522 679]]
[[526 713]] , [[523 716]]
[[654 697]] , [[653 698]]
[[506 742]] , [[507 741]]
[[542 717]] , [[541 718]]
[[502 701]] , [[500 703]]
[[381 702]] , [[381 712]]
[[694 718]] , [[693 719]]
[[497 747]] , [[498 746]]
[[639 689]] , [[639 700]]
[[801 706]] , [[802 705]]
[[497 754]] , [[498 753]]
[[461 712]] , [[462 713]]
[[382 693]] , [[381 694]]
[[662 739]] , [[663 738]]
[[443 722]] , [[444 721]]
[[324 683]] , [[323 684]]
[[800 701]] , [[797 704]]
[[461 719]] , [[462 718]]
[[390 701]] , [[389 702]]
[[482 731]] , [[483 730]]
[[685 698]] , [[685 704]]
[[378 717]] , [[377 718]]
[[468 705]] , [[467 706]]
[[390 671]] , [[390 675]]
[[437 694]] , [[438 693]]
[[292 699]] , [[292 703]]
[[842 671]] , [[841 672]]
[[439 699]] , [[439 700]]
[[481 714]] , [[482 713]]
[[339 716]] , [[339 721]]
