[[ 30 360]] , [[ 30 364]]
[[910 119]] , [[909 120]]
[[790 597]] , [[789 598]]
[[208 483]] , [[208 487]]
[[231 839]] , [[232 838]]
[[748 889]] , [[749 889]]
[[667 861]] , [[668 860]]
[[920 607]] , [[919 608]]
[[439 589]] , [[439 593]]
[[509 605]] , [[509 609]]
[[894 352]] , [[894 356]]
[[654 351]] , [[653 352]]
[[ 30 309]] , [[ 30 313]]
[[412 354]] , [[412 358]]
[[934 118]] , [[934 122]]
[[865 116]] , [[863 118]]
[[816 354]] , [[816 358]]
[[172 355]] , [[171 356]]
[[816 354]] , [[816 358]]
[[394 353]] , [[393 354]]
[[566 451]] , [[565 452]]
[[292 455]] , [[292 459]]
[[174 488]] , [[174 492]]
[[336 454]] , [[336 458]]
[[834 481]] , [[834 485]]
[[529 489]] , [[529 493]]
[[441 453]] , [[441 457]]
[[185 357]] , [[185 361]]
[[119 359]] , [[119 363]]
[[ 29 359]] , [[ 28 360]]
[[159 461]] , [[159 465]]
[[224 360]] , [[224 364]]
[[337 492]] , [[337 496]]
[[570 455]] , [[570 459]]
[[570 455]] , [[570 459]]
[[295 455]] , [[295 459]]
[[338 455]] , [[338 459]]
[[137 462]] , [[137 466]]
[[145 487]] , [[145 491]]
[[464 492]] , [[464 496]]
[[832 485]] , [[832 489]]
[[365 551]] , [[365 555]]
[[465 554]] , [[465 558]]
[[737 553]] , [[737 557]]
[[430 549]] , [[429 550]]
[[430 549]] , [[430 553]]
[[562 507]] , [[561 508]]
[[761 487]] , [[760 488]]
[[171 459]] , [[171 463]]
[[379 491]] , [[379 495]]
[[560 507]] , [[559 508]]
[[534 574]] , [[534 578]]
[[379 491]] , [[379 495]]
[[281 572]] , [[280 573]]
[[331 489]] , [[331 493]]
[[900 631]] , [[900 635]]
[[786 564]] , [[785 565]]
[[676 488]] , [[676 492]]
[[671 572]] , [[670 573]]
[[912 619]] , [[911 620]]
[[333 489]] , [[333 493]]
[[437 574]] , [[437 578]]
[[455 574]] , [[455 578]]
[[373 574]] , [[373 578]]
[[693 572]] , [[693 576]]
[[615 574]] , [[615 578]]
[[619 490]] , [[619 494]]
[[567 574]] , [[567 578]]
[[487 574]] , [[485 576]]
[[577 620]] , [[577 625]]
[[460 549]] , [[460 553]]
[[577 620]] , [[577 625]]
[[540 623]] , [[538 625]]
[[824 643]] , [[823 644]]
[[888 641]] , [[888 645]]
[[751 631]] , [[751 635]]
[[763 635]] , [[763 639]]
[[670 669]] , [[670 673]]
[[600 603]] , [[599 604]]
[[574 576]] , [[574 580]]
[[510 633]] , [[510 637]]
[[510 633]] , [[509 634]]
[[131 489]] , [[131 493]]
[[201 491]] , [[201 495]]
[[495 495]] , [[495 499]]
[[164 563]] , [[163 564]]
[[626 493]] , [[625 494]]
[[461 493]] , [[461 497]]
[[188 572]] , [[188 576]]
[[342 492]] , [[342 496]]
[[924 609]] , [[924 613]]
[[246 553]] , [[244 555]]
[[911 622]] , [[910 623]]
[[625 655]] , [[626 654]]
[[484 576]] , [[484 580]]
[[474 576]] , [[474 580]]
[[579 575]] , [[579 579]]
[[544 633]] , [[544 635]]
[[351 492]] , [[351 496]]
[[421 551]] , [[421 555]]
[[414 551]] , [[414 555]]
[[165 562]] , [[165 567]]
[[366 551]] , [[366 555]]
[[373 493]] , [[373 497]]
[[505 633]] , [[505 637]]
[[286 553]] , [[284 555]]
[[235 555]] , [[235 559]]
[[421 551]] , [[421 555]]
[[606 494]] , [[606 498]]
[[651 490]] , [[651 494]]
[[150 490]] , [[150 494]]
[[658 572]] , [[658 573]]
[[321 553]] , [[321 557]]
[[661 490]] , [[660 491]]
[[414 551]] , [[414 555]]
[[373 493]] , [[373 497]]
[[285 490]] , [[285 494]]
[[462 551]] , [[462 555]]
[[606 574]] , [[606 578]]
[[688 574]] , [[688 578]]
[[607 574]] , [[607 578]]
[[334 551]] , [[333 552]]
