[[1060  117]] , [[1058  119]]
[[715 599]] , [[715 603]]
[[ 92 358]] , [[ 92 362]]
[[766 627]] , [[766 631]]
[[892 595]] , [[891 596]]
[[689 860]] , [[690 859]]
[[ 746 1000]] , [[747 999]]
[[763 871]] , [[765 873]]
[[803 635]] , [[803 639]]
[[804 600]] , [[805 599]]
[[222 620]] , [[222 624]]
[[ 29 357]] , [[ 29 361]]
[[885 353]] , [[885 357]]
[[1077   95]] , [[1077   97]]
[[ 13 355]] , [[ 13 359]]
[[116 356]] , [[116 360]]
[[983 116]] , [[983 120]]
[[816 354]] , [[816 358]]
[[811 119]] , [[811 123]]
[[1070  103]] , [[1068  105]]
[[753 118]] , [[753 122]]
[[979 116]] , [[977 118]]
[[ 74 356]] , [[ 74 360]]
[[184 356]] , [[184 360]]
[[249 356]] , [[249 360]]
[[ 81 356]] , [[ 81 360]]
[[ 82 459]] , [[ 81 460]]
[[1073   99]] , [[1073  103]]
[[104 485]] , [[104 490]]
[[403 489]] , [[403 493]]
[[145 459]] , [[145 463]]
[[793 486]] , [[793 490]]
[[312 549]] , [[310 551]]
[[ 84 457]] , [[ 82 459]]
[[430 453]] , [[429 454]]
[[417 455]] , [[417 459]]
[[476 453]] , [[476 457]]
[[832 487]] , [[832 489]]
[[284 455]] , [[283 456]]
[[527 551]] , [[527 555]]
[[713 485]] , [[713 489]]
[[713 485]] , [[713 489]]
[[135 462]] , [[135 466]]
[[813 460]] , [[813 464]]
[[186 488]] , [[186 492]]
[[157 489]] , [[157 493]]
[[543 551]] , [[543 555]]
[[176 489]] , [[175 490]]
[[771 554]] , [[771 558]]
[[455 574]] , [[455 578]]
[[381 574]] , [[381 578]]
[[738 553]] , [[738 557]]
[[187 571]] , [[187 575]]
[[325 551]] , [[325 555]]
[[589 489]] , [[589 493]]
[[575 485]] , [[575 488]]
[[288 551]] , [[288 555]]
[[610 553]] , [[610 557]]
[[912 619]] , [[911 620]]
[[288 551]] , [[288 555]]
[[592 595]] , [[591 596]]
[[492 490]] , [[491 491]]
[[679 650]] , [[679 654]]
[[255 573]] , [[254 574]]
[[379 491]] , [[379 495]]
[[734 574]] , [[734 578]]
[[592 655]] , [[601 655]]
[[379 491]] , [[379 495]]
[[920 611]] , [[919 612]]
[[920 611]] , [[919 612]]
[[918 613]] , [[918 614]]
[[577 574]] , [[576 575]]
[[540 623]] , [[538 625]]
[[262 551]] , [[260 553]]
[[562 617]] , [[561 618]]
[[920 611]] , [[919 612]]
[[796 649]] , [[795 650]]
[[190 571]] , [[190 576]]
[[484 639]] , [[483 640]]
[[586 649]] , [[585 650]]
[[406 655]] , [[406 659]]
[[515 659]] , [[515 664]]
[[848 645]] , [[848 649]]
[[796 651]] , [[795 652]]
[[446 681]] , [[445 682]]
[[639 621]] , [[639 625]]
[[592 613]] , [[591 614]]
[[524 658]] , [[525 657]]
[[640 660]] , [[641 659]]
[[274 491]] , [[274 496]]
[[593 493]] , [[593 497]]
