[[321 908]] , [[322 907]]
[[321 908]] , [[322 907]]
[[457 946]] , [[458 945]]
[[ 473 1012]] , [[ 474 1011]]
[[646 940]] , [[646 941]]
[[853 688]] , [[853 689]]
[[853 688]] , [[853 689]]
[[301 751]] , [[301 756]]
[[661 920]] , [[662 919]]
[[310 566]] , [[308 568]]
[[ 34 416]] , [[ 34 431]]
[[447 992]] , [[448 991]]
[[443 984]] , [[444 983]]
[[ 48 300]] , [[ 48 305]]
[[ 26 489]] , [[ 26 491]]
[[ 48 298]] , [[ 48 301]]
[[ 16 432]] , [[ 16 437]]
[[ 19 495]] , [[ 20 494]]
[[840 718]] , [[840 721]]
[[838 720]] , [[838 721]]
[[836 722]] , [[836 725]]
[[824 622]] , [[824 631]]
[[644 977]] , [[645 978]]
[[819 614]] , [[819 615]]
[[561 924]] , [[562 923]]
[[817 618]] , [[815 620]]
[[282 676]] , [[282 677]]
[[465 608]] , [[466 607]]
[[467 608]] , [[468 607]]
[[600 255]] , [[600 259]]
[[340 734]] , [[340 735]]
[[459 608]] , [[460 607]]
[[285 588]] , [[286 587]]
[[621 965]] , [[622 964]]
[[459 608]] , [[460 607]]
[[479 922]] , [[480 921]]
[[613 931]] , [[614 930]]
[[   2 1068]] , [[   2 1075]]
[[ 441 1002]] , [[ 442 1001]]
[[266 565]] , [[265 566]]
[[393 994]] , [[394 993]]
[[457 608]] , [[458 607]]
[[374 983]] , [[374 993]]
[[505 741]] , [[505 745]]
[[396 862]] , [[396 867]]
[[354 736]] , [[354 740]]
[[271 594]] , [[272 593]]
[[251 674]] , [[252 673]]
[[  0 496]] , [[  0 511]]
[[286 679]] , [[286 683]]
[[289 570]] , [[287 572]]
[[284 706]] , [[282 708]]
[[336 730]] , [[336 739]]
[[439 952]] , [[440 951]]
[[437 960]] , [[438 959]]
[[291 705]] , [[290 706]]
[[425 978]] , [[426 977]]
[[423 980]] , [[424 979]]
[[447 944]] , [[448 943]]
[[304 640]] , [[302 642]]
[[451 948]] , [[452 947]]
[[302 568]] , [[302 569]]
[[451 952]] , [[452 951]]
[[ 444 1018]] , [[ 445 1017]]
[[302 568]] , [[302 569]]
[[574 740]] , [[573 741]]
[[661 920]] , [[662 919]]
[[850 618]] , [[850 625]]
[[482 958]] , [[483 957]]
[[ 27 513]] , [[ 27 515]]
[[687 760]] , [[688 759]]
[[833 604]] , [[834 603]]
[[377 923]] , [[378 922]]
[[835 604]] , [[836 603]]
[[339 566]] , [[337 568]]
[[  23 1074]] , [[  24 1073]]
[[  88 1068]] , [[  88 1073]]
[[  29 1080]] , [[  30 1079]]
[[ 909 1056]] , [[ 910 1055]]
[[  33 1078]] , [[  34 1077]]
[[   0 1028]] , [[   0 1057]]
[[471 918]] , [[472 917]]
[[  56 1038]] , [[  56 1043]]
[[  74 1228]] , [[  74 1229]]
[[  72 1246]] , [[  72 1247]]
[[  10 1056]] , [[  10 1061]]
[[  74 1138]] , [[  74 1139]]
[[  71 1152]] , [[  71 1157]]
[[  64 1158]] , [[  64 1165]]
[[371 565]] , [[370 566]]
[[  49 1106]] , [[  50 1105]]
[[374 565]] , [[373 566]]
[[  64 1158]] , [[  64 1165]]
[[  64 1146]] , [[  64 1151]]
[[  66 1196]] , [[  66 1203]]
[[ 656 1368]] , [[ 656 1375]]
[[ 716 1478]] , [[ 716 1483]]
[[  74 1230]] , [[  74 1234]]
[[  30 1054]] , [[  30 1055]]
[[  73 1040]] , [[  73 1044]]
[[  30 1056]] , [[  30 1065]]
[[  71 1174]] , [[  71 1184]]
[[  66 1196]] , [[  66 1205]]
[[  74 1228]] , [[  74 1234]]
[[ 222 1293]] , [[ 222 1297]]
[[  77 1214]] , [[  77 1222]]
[[  80 1240]] , [[  80 1249]]
[[  84 1037]] , [[  84 1041]]
[[  4 996]] , [[   4 1003]]
[[  49 1052]] , [[  50 1051]]
[[  74 1200]] , [[  74 1204]]
[[  27 1092]] , [[  28 1091]]
[[  74 1200]] , [[  74 1205]]
[[  66 1186]] , [[  66 1193]]
[[  77 1216]] , [[  77 1226]]
[[  77 1210]] , [[  77 1214]]
[[  77 1210]] , [[  77 1215]]
[[  2 998]] , [[   2 1001]]
[[  71 1163]] , [[  71 1169]]
[[  66 1169]] , [[  66 1173]]
[[ 119 1198]] , [[ 118 1199]]
[[  75 1236]] , [[  74 1237]]
[[  68 1250]] , [[  68 1257]]
[[ 684 1298]] , [[ 684 1303]]
[[ 684 1298]] , [[ 684 1303]]
[[ 651 1298]] , [[ 651 1302]]
[[ 651 1298]] , [[ 651 1302]]
[[  71 1168]] , [[  71 1179]]
[[ 682 1298]] , [[ 682 1303]]
[[ 668 1420]] , [[ 668 1425]]
[[  76 1212]] , [[  76 1219]]
[[350 566]] , [[348 568]]
[[  64 1038]] , [[  63 1039]]
[[  31 1094]] , [[  32 1093]]
[[  72 1104]] , [[  72 1119]]
[[  66 1038]] , [[  65 1039]]
[[  72 1104]] , [[  72 1119]]
[[341 566]] , [[339 568]]
[[  64 1038]] , [[  63 1039]]
[[449 736]] , [[449 740]]
[[ 490 1000]] , [[491 999]]
[[  64 1038]] , [[  63 1039]]
[[  63 1038]] , [[  62 1039]]
[[318 566]] , [[318 567]]
[[599 922]] , [[600 921]]
[[427 984]] , [[428 983]]
[[475 922]] , [[476 921]]
[[613 740]] , [[614 739]]
[[102 146]] , [[102 151]]
[[330 736]] , [[330 741]]
[[330 736]] , [[330 741]]
[[331 736]] , [[331 740]]
[[463 608]] , [[464 607]]
[[459 608]] , [[460 607]]
[[281 590]] , [[282 589]]
[[518 744]] , [[518 751]]
[[267 716]] , [[268 715]]
[[528 740]] , [[528 746]]
[[   8 1034]] , [[   8 1038]]
[[364 736]] , [[364 743]]
