[[481 142]] , [[482 141]]
[[558 738]] , [[558 742]]
[[  12 1036]] , [[  12 1041]]
[[421 736]] , [[421 740]]
[[312 565]] , [[311 566]]
[[ 671 1048]] , [[ 672 1047]]
[[  46 1037]] , [[  46 1041]]
[[854 688]] , [[854 689]]
[[  10 1038]] , [[  10 1045]]
[[  39 1037]] , [[  39 1041]]
[[ 159 1359]] , [[ 159 1363]]
[[  72 1264]] , [[  72 1265]]
[[ 684 1300]] , [[ 684 1305]]
[[   0 1040]] , [[   0 1045]]
[[ 730 1428]] , [[ 730 1435]]
[[ 159 1360]] , [[ 158 1361]]
[[ 740 1469]] , [[ 740 1473]]
[[ 556 1482]] , [[ 556 1486]]
[[ 686 1552]] , [[ 686 1553]]
[[ 159 1360]] , [[ 158 1361]]
[[ 516 1336]] , [[ 515 1337]]
[[ 684 1300]] , [[ 684 1305]]
[[ 706 1471]] , [[ 706 1475]]
[[  30 1038]] , [[  30 1043]]
[[ 716 1430]] , [[ 716 1435]]
[[ 513 1336]] , [[ 512 1337]]
[[ 700 1470]] , [[ 700 1471]]
[[ 750 1468]] , [[ 750 1472]]
[[ 727 1470]] , [[ 726 1471]]
[[ 656 1370]] , [[ 656 1375]]
[[ 736 1468]] , [[ 735 1469]]
[[  68 1248]] , [[  68 1253]]
[[ 732 1430]] , [[ 732 1435]]
[[ 716 1430]] , [[ 716 1435]]
[[ 698 1472]] , [[ 698 1477]]
[[ 736 1468]] , [[ 735 1469]]
[[ 668 1404]] , [[ 668 1409]]
[[ 668 1404]] , [[ 668 1409]]
[[ 632 1370]] , [[ 632 1371]]
[[  66 1250]] , [[  66 1257]]
[[ 730 1469]] , [[ 730 1473]]
[[  76 1260]] , [[  76 1265]]
[[ 668 1406]] , [[ 668 1417]]
[[   8 1039]] , [[   8 1055]]
[[ 656 1368]] , [[ 656 1375]]
[[ 682 1369]] , [[ 682 1373]]
[[ 730 1469]] , [[ 730 1473]]
[[ 656 1368]] , [[ 656 1375]]
[[ 754 1472]] , [[ 754 1477]]
[[  36 1260]] , [[  36 1265]]
[[ 754 1472]] , [[ 754 1477]]
[[ 730 1469]] , [[ 730 1473]]
[[ 480 1548]] , [[ 480 1552]]
[[ 576 1548]] , [[ 576 1553]]
[[ 546 1552]] , [[ 546 1557]]
[[ 672 1422]] , [[ 672 1427]]
[[ 746 1426]] , [[ 746 1431]]
[[ 746 1426]] , [[ 746 1431]]
[[ 650 1378]] , [[ 650 1387]]
[[  70 1260]] , [[  70 1265]]
[[ 656 1368]] , [[ 656 1375]]
[[ 682 1369]] , [[ 682 1373]]
[[ 678 1422]] , [[ 678 1423]]
[[ 676 1310]] , [[ 676 1314]]
[[ 676 1310]] , [[ 676 1314]]
[[ 674 1424]] , [[ 674 1428]]
[[ 738 1430]] , [[ 738 1435]]
[[   0 1042]] , [[   0 1049]]
[[   8 1040]] , [[   8 1047]]
[[   0 1232]] , [[   0 1236]]
[[   2 1225]] , [[   2 1233]]
[[607 994]] , [[608 993]]
[[  84 1260]] , [[  84 1265]]
[[469 924]] , [[470 923]]
[[603 932]] , [[604 931]]
[[252 566]] , [[251 567]]
[[ 641 1328]] , [[ 641 1332]]
[[ 638 1394]] , [[ 638 1399]]
[[ 750 1468]] , [[ 750 1472]]
[[  14 1252]] , [[  14 1257]]
[[ 668 1338]] , [[ 668 1343]]
[[ 738 1430]] , [[ 738 1435]]
[[  20 1316]] , [[  20 1321]]
[[  16 1256]] , [[  16 1261]]
[[  16 1257]] , [[  16 1263]]
[[ 674 1424]] , [[ 674 1430]]
[[ 730 1469]] , [[ 730 1473]]
[[  12 1258]] , [[  12 1262]]
[[ 736 1469]] , [[ 735 1470]]
[[ 736 1469]] , [[ 735 1470]]
[[  20 1266]] , [[  20 1271]]
[[  20 1264]] , [[  20 1271]]
[[ 605 1008]] , [[ 606 1007]]
[[   2 1036]] , [[   2 1037]]
[[481 921]] , [[482 920]]
[[248 566]] , [[247 567]]
[[ 515 1480]] , [[ 514 1481]]
[[ 696 1424]] , [[ 696 1429]]
[[ 696 1472]] , [[ 696 1477]]
[[ 696 1424]] , [[ 696 1429]]
[[ 730 1469]] , [[ 729 1470]]
[[254 564]] , [[254 565]]
[[ 730 1469]] , [[ 729 1470]]
[[   1 1036]] , [[   1 1044]]
[[250 566]] , [[249 567]]
[[483 921]] , [[484 920]]
[[250 566]] , [[249 567]]
[[250 566]] , [[248 568]]
[[ 706 1372]] , [[ 706 1377]]
[[250 566]] , [[250 567]]
[[  16 1250]] , [[  16 1255]]
[[   5 1228]] , [[   5 1236]]
[[   0 1045]] , [[   0 1053]]
[[383 984]] , [[384 983]]
[[ 370 1086]] , [[ 370 1087]]
[[256 566]] , [[255 567]]
[[ 370 1086]] , [[ 370 1087]]
[[401 962]] , [[402 961]]
[[619 999]] , [[ 620 1000]]
[[615 930]] , [[616 929]]
[[264 566]] , [[263 567]]
[[   9 1148]] , [[   9 1149]]
[[ 240 1368]] , [[ 240 1372]]
[[  28 1310]] , [[  28 1315]]
[[ 660 1370]] , [[ 660 1374]]
[[830 763]] , [[830 791]]
[[ 526 1476]] , [[ 526 1477]]
[[ 670 1422]] , [[ 670 1426]]
[[ 748 1468]] , [[ 748 1472]]
[[ 525 1477]] , [[ 525 1481]]
[[ 700 1542]] , [[ 700 1551]]
[[ 530 1476]] , [[ 530 1481]]
[[ 529 1476]] , [[ 528 1477]]
[[ 529 1476]] , [[ 528 1477]]
[[ 704 1550]] , [[ 704 1553]]
[[ 572 1550]] , [[ 572 1555]]
[[ 726 1432]] , [[ 726 1436]]
[[ 662 1371]] , [[ 661 1372]]
[[ 670 1418]] , [[ 670 1425]]
[[ 670 1420]] , [[ 670 1425]]
[[ 704 1550]] , [[ 704 1551]]
[[ 700 1328]] , [[ 700 1332]]
[[ 218 1296]] , [[ 218 1300]]
[[  82 1273]] , [[  82 1278]]
[[  48 1088]] , [[  48 1095]]
[[  75 1278]] , [[  73 1280]]
[[  10 1029]] , [[  10 1036]]
[[  68 1238]] , [[  68 1239]]
[[   4 1038]] , [[   3 1039]]
[[  17 1098]] , [[  18 1097]]
[[ 686 1328]] , [[ 686 1332]]
[[ 670 1418]] , [[ 670 1423]]
