[[ 630 1031]] , [[ 631 1030]]
[[ 335 1014]] , [[ 340 1014]]
[[ 798 1145]] , [[ 797 1146]]
[[ 255 1071]] , [[ 253 1073]]
[[ 608 1305]] , [[ 609 1304]]
[[ 691 1008]] , [[ 692 1007]]
[[178 921]] , [[178 934]]
[[188 967]] , [[189 968]]
[[ 430 1015]] , [[ 430 1020]]
[[ 333 1008]] , [[ 332 1009]]
[[ 820 1031]] , [[ 819 1032]]
[[ 826 1071]] , [[ 825 1072]]
[[ 438 1161]] , [[ 437 1162]]
[[175 879]] , [[175 883]]
[[632 909]] , [[631 910]]
[[657 862]] , [[657 864]]
[[406 973]] , [[405 974]]
[[180 900]] , [[181 899]]
[[176 849]] , [[176 854]]
[[402 893]] , [[403 892]]
[[607 805]] , [[607 809]]
[[828 851]] , [[827 852]]
[[830 851]] , [[827 854]]
[[396 876]] , [[397 875]]
[[396 876]] , [[397 875]]
[[654 797]] , [[653 798]]
[[776 840]] , [[777 839]]
[[776 840]] , [[777 839]]
[[338 847]] , [[333 852]]
[[644 815]] , [[643 816]]
[[824 837]] , [[823 838]]
[[391 949]] , [[392 948]]
[[407 898]] , [[408 897]]
[[442 851]] , [[443 850]]
[[575 842]] , [[575 847]]
[[407 902]] , [[408 901]]
[[180 871]] , [[181 870]]
[[650 862]] , [[649 863]]
[[394 907]] , [[395 906]]
[[179 880]] , [[180 879]]
[[170 832]] , [[170 842]]
[[171 833]] , [[171 852]]
[[612 805]] , [[611 806]]
[[418 923]] , [[419 922]]
[[171 833]] , [[171 837]]
[[612 805]] , [[611 806]]
[[298 851]] , [[299 850]]
[[613 858]] , [[618 858]]
[[219 840]] , [[220 839]]
[[607 847]] , [[608 847]]
[[409 891]] , [[410 890]]
[[324 853]] , [[325 852]]
[[396 868]] , [[397 867]]
[[379 814]] , [[379 816]]
[[393 878]] , [[394 877]]
[[681 835]] , [[681 839]]
[[405 895]] , [[406 896]]
[[362 809]] , [[361 810]]
[[392 903]] , [[393 902]]
[[640 862]] , [[639 863]]
[[392 921]] , [[393 920]]
[[419 838]] , [[428 838]]
[[384 883]] , [[385 882]]
[[383 907]] , [[384 906]]
[[401 964]] , [[402 963]]
[[818 839]] , [[815 842]]
[[600 859]] , [[601 858]]
[[796 841]] , [[795 842]]
[[579 842]] , [[578 843]]
[[679 835]] , [[679 839]]
[[475 856]] , [[476 855]]
[[541 854]] , [[544 854]]
[[814 851]] , [[813 852]]
[[814 865]] , [[813 866]]
[[709 838]] , [[709 842]]
[[571 842]] , [[569 844]]
[[607 811]] , [[607 818]]
[[814 853]] , [[813 854]]
[[153 860]] , [[152 861]]
[[174 871]] , [[174 876]]
[[173 926]] , [[174 925]]
[[ 630 1031]] , [[ 631 1030]]
[[ 630 1031]] , [[ 631 1030]]
[[ 335 1014]] , [[ 340 1014]]
[[ 798 1145]] , [[ 797 1146]]
[[ 255 1071]] , [[ 253 1073]]
[[ 608 1305]] , [[ 609 1304]]
[[ 691 1008]] , [[ 692 1007]]
[[178 921]] , [[178 934]]
[[188 967]] , [[189 968]]
[[ 430 1015]] , [[ 430 1020]]
[[ 333 1008]] , [[ 332 1009]]
[[ 820 1031]] , [[ 819 1032]]
[[ 826 1071]] , [[ 825 1072]]
[[ 438 1161]] , [[ 437 1162]]
[[175 879]] , [[175 883]]
[[632 909]] , [[631 910]]
[[657 862]] , [[657 864]]
[[406 973]] , [[405 974]]
[[180 900]] , [[181 899]]
[[176 849]] , [[176 854]]
[[402 893]] , [[403 892]]
[[607 805]] , [[607 809]]
[[828 851]] , [[827 852]]
[[ 798 1143]] , [[ 797 1144]]
[[ 273 1180]] , [[ 276 1180]]
[[ 240 1133]] , [[ 240 1138]]
[[ 817 1155]] , [[ 818 1154]]
[[ 222 1163]] , [[ 222 1164]]
[[ 260 1162]] , [[ 259 1163]]
[[ 369 1169]] , [[ 369 1173]]
[[ 596 1199]] , [[ 593 1202]]
[[ 735 1181]] , [[ 735 1185]]
[[ 628 1127]] , [[ 627 1128]]
[[ 230 1161]] , [[ 228 1163]]
[[ 214 1171]] , [[ 215 1170]]
[[ 416 1231]] , [[ 417 1230]]
[[ 346 1017]] , [[ 344 1019]]
[[ 190 1027]] , [[ 191 1026]]
[[634 919]] , [[635 918]]
[[413 995]] , [[414 994]]
[[668 851]] , [[667 852]]
[[ 198 1035]] , [[ 199 1034]]
[[197 837]] , [[196 838]]
[[401 846]] , [[401 851]]
[[676 853]] , [[675 854]]
[[279 849]] , [[278 850]]
[[191 932]] , [[192 931]]
[[646 862]] , [[645 863]]
[[647 862]] , [[646 863]]
[[193 937]] , [[191 939]]
[[614 903]] , [[613 904]]
[[258 987]] , [[258 989]]
[[176 849]] , [[176 856]]
[[304 847]] , [[303 848]]
[[187 883]] , [[188 882]]
[[652 862]] , [[651 863]]
[[462 767]] , [[462 784]]
[[170 863]] , [[170 867]]
[[169 845]] , [[169 871]]
[[636 899]] , [[635 900]]
[[614 903]] , [[613 904]]
[[ 198 1030]] , [[ 199 1029]]
[[651 861]] , [[650 862]]
[[771 838]] , [[772 837]]
[[185 832]] , [[185 836]]
[[326 849]] , [[324 851]]
[[602 897]] , [[602 899]]
[[175 905]] , [[175 909]]
[[277 855]] , [[277 859]]
[[726 843]] , [[725 844]]
[[683 829]] , [[683 833]]
[[169 833]] , [[169 846]]
[[1074  812]] , [[1074  817]]
[[182 874]] , [[183 873]]
[[178 879]] , [[179 878]]
[[624 884]] , [[624 887]]
[[ 217 1007]] , [[ 218 1006]]
[[299 871]] , [[299 877]]
[[180 891]] , [[181 890]]
[[756 893]] , [[757 892]]
[[189 930]] , [[190 930]]
[[430 896]] , [[429 897]]
[[244 999]] , [[ 245 1000]]
[[187 903]] , [[188 902]]
[[183 885]] , [[184 884]]
[[187 936]] , [[188 935]]
[[171 895]] , [[172 894]]
[[186 939]] , [[187 938]]
[[601 893]] , [[601 897]]
[[185 920]] , [[186 919]]
[[184 998]] , [[185 997]]
[[165 908]] , [[165 912]]
[[398 955]] , [[397 956]]
[[183 952]] , [[184 951]]
[[626 899]] , [[627 899]]
[[ 172 1027]] , [[ 173 1026]]
[[180 992]] , [[181 991]]
[[158 936]] , [[158 941]]
[[ 224 1001]] , [[ 225 1000]]
[[ 198 1010]] , [[ 199 1009]]
[[179 962]] , [[181 962]]
[[584 910]] , [[584 914]]
[[176 964]] , [[177 963]]
[[175 959]] , [[174 960]]
