[[1077  102]] , [[1075  104]]
[[892 598]] , [[892 599]]
[[ 64 358]] , [[ 64 362]]
[[716 623]] , [[715 624]]
[[783 595]] , [[782 596]]
[[721 853]] , [[722 852]]
[[ 711 1000]] , [[712 999]]
[[775 864]] , [[776 863]]
[[682 635]] , [[681 636]]
[[781 593]] , [[781 601]]
[[158 618]] , [[158 619]]
[[165 356]] , [[165 360]]
[[462 353]] , [[461 354]]
[[374 354]] , [[374 358]]
[[261 355]] , [[261 359]]
[[855 116]] , [[853 118]]
[[384 354]] , [[384 358]]
[[940 118]] , [[940 122]]
[[727 118]] , [[727 122]]
[[869 116]] , [[867 118]]
[[ 54 356]] , [[ 54 360]]
[[ 90 356]] , [[ 90 360]]
[[ 72 356]] , [[ 72 360]]
[[ 72 356]] , [[ 72 360]]
[[339 455]] , [[339 459]]
[[834 483]] , [[834 485]]
[[806 488]] , [[806 492]]
[[128 459]] , [[128 463]]
[[735 486]] , [[735 490]]
[[554 547]] , [[552 549]]
[[653 456]] , [[653 460]]
[[421 453]] , [[421 457]]
[[398 455]] , [[398 459]]
[[649 443]] , [[649 447]]
[[376 487]] , [[376 491]]
[[544 453]] , [[544 457]]
[[432 551]] , [[432 555]]
[[138 461]] , [[138 466]]
[[128 485]] , [[127 486]]
[[126 461]] , [[126 465]]
[[130 459]] , [[129 460]]
[[577 487]] , [[577 491]]
[[686 488]] , [[686 492]]
[[378 551]] , [[378 555]]
[[686 488]] , [[686 492]]
[[757 554]] , [[757 558]]
[[382 574]] , [[382 578]]
[[271 573]] , [[271 577]]
[[606 553]] , [[606 557]]
[[607 551]] , [[607 555]]
[[310 551]] , [[310 555]]
[[572 489]] , [[571 490]]
[[229 485]] , [[226 488]]
[[540 550]] , [[540 554]]
[[216 553]] , [[215 554]]
[[625 619]] , [[625 623]]
[[563 549]] , [[563 553]]
[[534 574]] , [[534 578]]
[[466 490]] , [[466 494]]
[[790 649]] , [[789 650]]
[[657 572]] , [[655 574]]
[[492 490]] , [[491 491]]
[[541 574]] , [[541 578]]
[[676 649]] , [[675 650]]
[[492 490]] , [[491 491]]
[[612 599]] , [[611 600]]
[[612 599]] , [[611 600]]
[[926 607]] , [[926 611]]
[[461 574]] , [[461 578]]
[[619 620]] , [[619 625]]
[[548 549]] , [[547 550]]
[[555 637]] , [[556 636]]
[[549 575]] , [[549 579]]
[[590 649]] , [[589 650]]
[[621 553]] , [[621 557]]
[[712 635]] , [[712 639]]
[[824 643]] , [[824 647]]
[[507 652]] , [[507 658]]
[[828 657]] , [[827 658]]
[[476 645]] , [[476 649]]
[[588 649]] , [[587 650]]
[[773 679]] , [[773 684]]
[[914 619]] , [[909 624]]
[[620 622]] , [[621 621]]
[[505 653]] , [[504 654]]
[[625 658]] , [[626 657]]
[[236 491]] , [[235 492]]
[[584 493]] , [[584 497]]
[[290 555]] , [[288 557]]
[[503 578]] , [[503 582]]
[[418 494]] , [[418 498]]
[[607 495]] , [[607 499]]
[[547 574]] , [[547 578]]
[[442 549]] , [[442 553]]
[[888 637]] , [[886 639]]
[[689 574]] , [[689 578]]
[[529 652]] , [[530 651]]
[[799 651]] , [[799 657]]
[[752 631]] , [[752 635]]
[[700 631]] , [[698 633]]
[[760 631]] , [[760 635]]
[[650 647]] , [[649 648]]
[[608 494]] , [[608 498]]
[[449 574]] , [[447 576]]
[[488 573]] , [[488 575]]
[[632 621]] , [[631 622]]
[[173 571]] , [[173 575]]
[[405 551]] , [[405 555]]
[[798 641]] , [[797 642]]
[[187 573]] , [[187 577]]
[[685 575]] , [[685 579]]
[[165 562]] , [[165 567]]
[[419 551]] , [[419 555]]
[[495 493]] , [[495 497]]
[[372 492]] , [[372 496]]
[[685 575]] , [[685 579]]
[[198 573]] , [[198 578]]
[[530 492]] , [[530 496]]
[[165 562]] , [[165 567]]
[[321 553]] , [[321 557]]
[[349 492]] , [[349 496]]
[[678 572]] , [[678 573]]
[[501 576]] , [[501 580]]
[[ 72 609]] , [[ 71 610]]
[[532 599]] , [[529 602]]
[[286 553]] , [[284 555]]
