[[225  79]] , [[226  78]]
[[321 908]] , [[322 907]]
[[ 671 1048]] , [[ 672 1047]]
[[448 978]] , [[449 977]]
[[307 911]] , [[308 910]]
[[305 911]] , [[306 910]]
[[661 918]] , [[662 917]]
[[305 911]] , [[306 910]]
[[854 688]] , [[854 689]]
[[854 686]] , [[854 687]]
[[602 738]] , [[602 741]]
[[390 734]] , [[390 739]]
[[   7 1108]] , [[   8 1107]]
[[846 624]] , [[846 639]]
[[   8 1038]] , [[   8 1045]]
[[  12 1037]] , [[  11 1038]]
[[  68 1054]] , [[  68 1063]]
[[ 650 1376]] , [[ 650 1383]]
[[ 652 1376]] , [[ 652 1383]]
[[446 964]] , [[446 965]]
[[  12 1040]] , [[  12 1045]]
[[496 743]] , [[496 747]]
[[ 641 1270]] , [[ 641 1275]]
[[435 996]] , [[436 995]]
[[293 752]] , [[293 757]]
[[546 744]] , [[546 748]]
[[570 744]] , [[570 749]]
[[846 716]] , [[846 719]]
[[555 738]] , [[554 739]]
[[844 717]] , [[843 718]]
[[   0 1088]] , [[   0 1109]]
[[304 568]] , [[304 569]]
[[ 641 1270]] , [[ 640 1271]]
[[ 641 1270]] , [[ 640 1271]]
[[ 682 1369]] , [[ 682 1373]]
[[  28 1040]] , [[  28 1045]]
[[657 746]] , [[656 747]]
[[  10 1038]] , [[  10 1043]]
[[832 768]] , [[832 781]]
[[648 746]] , [[648 751]]
[[  21 1152]] , [[  21 1161]]
[[824 726]] , [[824 729]]
[[298 904]] , [[298 909]]
[[276 568]] , [[276 569]]
[[820 720]] , [[820 729]]
[[627 982]] , [[628 981]]
[[270 566]] , [[268 568]]
[[397 994]] , [[398 993]]
[[  24 1244]] , [[  24 1249]]
[[   6 1041]] , [[   6 1049]]
[[  14 1226]] , [[  14 1232]]
[[   2 1076]] , [[   2 1081]]
[[  66 1254]] , [[  65 1255]]
[[  80 1260]] , [[  80 1265]]
[[  48 1272]] , [[  48 1277]]
[[   9 1220]] , [[   9 1225]]
[[  70 1254]] , [[  70 1258]]
[[  70 1248]] , [[  70 1252]]
[[   0 1102]] , [[   0 1131]]
[[ 613 1002]] , [[ 614 1001]]
[[611 960]] , [[612 959]]
[[256 566]] , [[256 567]]
[[   0 1158]] , [[   0 1167]]
[[609 958]] , [[610 957]]
[[611 976]] , [[612 975]]
[[254 566]] , [[254 567]]
[[607 996]] , [[608 995]]
[[461 608]] , [[462 607]]
[[651 756]] , [[655 756]]
[[603 932]] , [[604 931]]
[[604 935]] , [[605 934]]
[[652 755]] , [[653 755]]
[[603 933]] , [[604 932]]
[[354 736]] , [[354 740]]
[[394 842]] , [[394 847]]
[[522 742]] , [[522 746]]
[[651 755]] , [[652 754]]
[[250 566]] , [[249 567]]
[[ 346 1086]] , [[ 346 1090]]
[[407 615]] , [[408 614]]
[[607 978]] , [[608 977]]
[[248 566]] , [[248 567]]
[[379 954]] , [[380 953]]
[[659 756]] , [[660 755]]
[[517 740]] , [[517 744]]
[[403 674]] , [[404 673]]
[[598 928]] , [[599 927]]
[[502 740]] , [[502 745]]
[[455 610]] , [[456 609]]
[[455 610]] , [[456 609]]
[[501 740]] , [[501 741]]
[[500 740]] , [[499 741]]
[[500 740]] , [[499 741]]
[[515 740]] , [[515 744]]
[[225 874]] , [[226 873]]
[[463 608]] , [[464 607]]
[[227 864]] , [[228 863]]
[[396 857]] , [[397 856]]
[[479 921]] , [[490 921]]
[[273 594]] , [[274 593]]
[[493 744]] , [[492 745]]
[[500 740]] , [[500 747]]
[[269 594]] , [[270 593]]
[[283 592]] , [[284 591]]
[[451 742]] , [[451 746]]
[[451 742]] , [[451 746]]
[[605 938]] , [[606 937]]
[[462 742]] , [[462 746]]
[[605 946]] , [[606 945]]
[[653 756]] , [[654 755]]
[[481 920]] , [[482 919]]
[[459 608]] , [[460 607]]
[[459 608]] , [[460 607]]
[[459 608]] , [[460 607]]
[[539 747]] , [[539 751]]
[[533 740]] , [[533 744]]
[[617 930]] , [[618 929]]
[[621 938]] , [[622 937]]
[[268 566]] , [[267 567]]
[[266 568]] , [[266 575]]
[[268 568]] , [[268 575]]
[[259 876]] , [[260 875]]
[[ 410 1019]] , [[ 410 1025]]
[[838 764]] , [[838 765]]
[[   0 1084]] , [[   0 1111]]
[[   0 1072]] , [[   0 1089]]
[[   0 1070]] , [[   0 1115]]
[[   8 1039]] , [[   8 1043]]
[[ 670 1297]] , [[ 670 1301]]
[[315 906]] , [[315 910]]
[[   0 1056]] , [[   0 1125]]
[[316 906]] , [[316 910]]
[[316 906]] , [[316 910]]
[[398 734]] , [[398 739]]
[[570 738]] , [[570 739]]
[[  28 1038]] , [[  28 1049]]
[[ 217 1296]] , [[ 216 1297]]
[[  30 1038]] , [[  30 1043]]
[[   3 1046]] , [[   4 1045]]
[[478 802]] , [[478 807]]
[[304 766]] , [[304 767]]
[[656 980]] , [[656 991]]
[[855 619]] , [[855 623]]
[[489 975]] , [[490 974]]
[[595 740]] , [[595 741]]
[[ 54 480]] , [[ 54 481]]
[[331 566]] , [[329 568]]
[[  48 1037]] , [[  48 1041]]
[[  68 1248]] , [[  68 1267]]
[[ 340 1022]] , [[ 340 1027]]
[[679 918]] , [[680 917]]
[[ 342 1020]] , [[ 342 1021]]
[[ 338 1006]] , [[ 338 1009]]
[[334 566]] , [[334 567]]
[[  66 1198]] , [[  66 1199]]
[[  10 1036]] , [[   9 1037]]
[[ 560 1477]] , [[ 560 1481]]
[[ 688 1328]] , [[ 688 1332]]
[[ 628 1552]] , [[ 628 1561]]
[[ 738 1468]] , [[ 738 1473]]
[[ 636 1326]] , [[ 636 1331]]
[[ 670 1306]] , [[ 670 1311]]
[[ 560 1476]] , [[ 560 1481]]
[[  64 1154]] , [[  64 1161]]
[[ 523 1333]] , [[ 522 1334]]
[[ 543 1552]] , [[ 542 1553]]
[[ 543 1552]] , [[ 542 1553]]
[[ 678 1428]] , [[ 678 1433]]
[[ 520 1334]] , [[ 519 1335]]
[[ 678 1428]] , [[ 678 1433]]
