[[1014  120]] , [[1014  124]]
[[974 122]] , [[974 126]]
[[683 637]] , [[683 641]]
[[975 120]] , [[975 124]]
[[186 483]] , [[186 487]]
[[182 455]] , [[182 459]]
[[888 637]] , [[888 641]]
[[831 861]] , [[832 860]]
[[281 843]] , [[282 842]]
[[1074  749]] , [[1074  753]]
[[265 574]] , [[265 578]]
[[651 487]] , [[651 491]]
[[575 489]] , [[574 490]]
[[121 357]] , [[121 361]]
[[189 486]] , [[189 491]]
[[123 357]] , [[123 361]]
[[192 358]] , [[192 362]]
[[153 357]] , [[153 361]]
[[170 356]] , [[170 360]]
[[153 357]] , [[153 361]]
[[153 357]] , [[153 361]]
[[214 455]] , [[214 459]]
[[834 483]] , [[833 484]]
[[806 122]] , [[806 126]]
[[1014  120]] , [[1014  124]]
[[974 122]] , [[974 126]]
[[683 637]] , [[683 641]]
[[975 120]] , [[975 124]]
[[186 483]] , [[186 487]]
[[182 455]] , [[182 459]]
[[888 637]] , [[888 641]]
[[831 861]] , [[832 860]]
[[281 843]] , [[282 842]]
[[1074  749]] , [[1074  753]]
[[265 574]] , [[265 578]]
[[651 487]] , [[651 491]]
[[575 489]] , [[574 490]]
[[121 357]] , [[121 361]]
[[189 486]] , [[189 491]]
[[123 357]] , [[123 361]]
[[192 358]] , [[192 362]]
[[ 497 1010]] , [[ 498 1010]]
[[396 982]] , [[397 981]]
[[ 406 1171]] , [[ 407 1170]]
[[ 471 1050]] , [[ 476 1050]]
[[662 911]] , [[662 915]]
[[ 378 1346]] , [[ 379 1345]]
[[829 851]] , [[830 850]]
[[ 354 1007]] , [[ 354 1009]]
[[ 410 1131]] , [[ 411 1130]]
[[ 357 1003]] , [[ 357 1004]]
[[470 993]] , [[473 993]]
[[369 999]] , [[370 998]]
[[289 842]] , [[294 842]]
[[606 749]] , [[605 750]]
[[1072  734]] , [[1072  769]]
[[750 629]] , [[747 632]]
[[757 674]] , [[758 673]]
[[489 666]] , [[490 665]]
[[397 572]] , [[397 576]]
[[609 674]] , [[610 673]]
[[777 566]] , [[776 567]]
[[750 631]] , [[749 632]]
[[183 570]] , [[183 574]]
[[495 551]] , [[495 555]]
[[912 615]] , [[911 616]]
[[912 615]] , [[911 616]]
[[912 615]] , [[911 616]]
[[766 663]] , [[765 664]]
[[398 685]] , [[397 686]]
[[790 653]] , [[787 656]]
[[466 653]] , [[465 654]]
[[758 669]] , [[757 670]]
[[782 569]] , [[782 573]]
[[374 549]] , [[372 551]]
[[590 553]] , [[590 557]]
[[384 659]] , [[384 663]]
[[592 705]] , [[591 706]]
[[766 665]] , [[766 684]]
[[848 671]] , [[847 672]]
[[796 704]] , [[797 703]]
[[393 665]] , [[391 667]]
[[614 698]] , [[615 697]]
[[864 659]] , [[864 663]]
[[617 667]] , [[615 669]]
[[574 701]] , [[573 702]]
[[717 689]] , [[717 696]]
[[445 716]] , [[444 717]]
[[766 667]] , [[766 672]]
[[492 667]] , [[492 671]]
[[759 665]] , [[757 667]]
[[742 669]] , [[742 673]]
[[535 683]] , [[535 690]]
[[535 683]] , [[535 690]]
[[633 722]] , [[634 721]]
[[751 687]] , [[751 691]]
[[495 701]] , [[493 703]]
[[797 703]] , [[797 704]]
[[640 729]] , [[639 730]]
[[513 722]] , [[514 721]]
[[766 706]] , [[766 712]]
[[733 700]] , [[733 704]]
[[623 690]] , [[624 689]]
[[598 695]] , [[597 696]]
[[495 699]] , [[494 700]]
[[461 726]] , [[461 735]]
[[575 747]] , [[573 749]]
[[677 701]] , [[676 702]]
[[533 713]] , [[532 714]]
[[598 695]] , [[597 696]]
[[531 763]] , [[531 765]]
[[511 729]] , [[510 730]]
[[531 713]] , [[529 715]]
[[625 758]] , [[626 757]]
[[628 773]] , [[627 774]]
[[638 713]] , [[637 714]]
[[760 751]] , [[759 752]]
[[770 737]] , [[769 738]]
[[658 820]] , [[659 819]]
[[730 740]] , [[731 739]]
[[573 761]] , [[574 760]]
[[594 733]] , [[591 736]]
[[370 803]] , [[371 802]]
[[512 773]] , [[513 772]]
