[[1070  103]] , [[1070  104]]
[[914 353]] , [[913 354]]
[[461 353]] , [[461 357]]
[[829 117]] , [[828 118]]
[[1070  103]] , [[1070  104]]
[[914 353]] , [[913 354]]
[[461 353]] , [[461 357]]
[[829 117]] , [[828 118]]
[[737 569]] , [[737 573]]
[[738 874]] , [[739 873]]
[[765 836]] , [[765 837]]
[[ 737 1006]] , [[ 738 1005]]
[[650 859]] , [[651 858]]
[[633 966]] , [[634 967]]
[[ 631 1030]] , [[ 632 1031]]
[[390 946]] , [[391 945]]
[[796 905]] , [[795 906]]
[[397 995]] , [[398 994]]
[[830 854]] , [[831 853]]
[[616 862]] , [[617 861]]
[[1074  736]] , [[1074  747]]
[[248 551]] , [[246 553]]
[[622 547]] , [[620 549]]
[[190 455]] , [[188 457]]
[[379 489]] , [[379 493]]
[[502 488]] , [[502 492]]
[[591 458]] , [[591 462]]
[[558 488]] , [[557 489]]
[[546 447]] , [[545 448]]
[[119 459]] , [[119 463]]
[[478 451]] , [[477 452]]
[[ 76 356]] , [[ 76 360]]
[[303 455]] , [[303 459]]
[[837 468]] , [[837 472]]
[[115 459]] , [[115 463]]
[[561 488]] , [[561 492]]
[[533 489]] , [[533 493]]
[[555 488]] , [[553 490]]
[[176 487]] , [[175 488]]
[[272 551]] , [[270 553]]
[[ 94 459]] , [[ 94 463]]
[[ 16 357]] , [[ 16 362]]
[[205 359]] , [[205 363]]
[[663 553]] , [[663 557]]
[[599 571]] , [[599 575]]
[[594 549]] , [[593 550]]
[[679 551]] , [[679 555]]
[[546 633]] , [[545 634]]
[[734 552]] , [[734 556]]
[[572 550]] , [[572 554]]
[[365 551]] , [[365 555]]
[[266 553]] , [[264 555]]
[[753 631]] , [[753 635]]
[[264 553]] , [[262 555]]
[[557 655]] , [[557 659]]
[[752 554]] , [[752 558]]
[[734 572]] , [[734 576]]
[[753 554]] , [[753 558]]
[[753 554]] , [[753 558]]
[[608 574]] , [[608 578]]
[[215 618]] , [[215 623]]
[[511 654]] , [[510 655]]
