[[ 674 1364]] , [[ 675 1363]]
[[ 220 1362]] , [[ 221 1361]]
[[ 630 1139]] , [[ 631 1138]]
[[808 989]] , [[807 990]]
[[ 333 1014]] , [[ 338 1014]]
[[ 391 1341]] , [[ 392 1340]]
[[ 620 1305]] , [[ 621 1304]]
[[ 242 1355]] , [[ 243 1354]]
[[638 913]] , [[638 920]]
[[179 904]] , [[178 905]]
[[828 923]] , [[827 924]]
[[444 981]] , [[443 982]]
[[472 999]] , [[473 998]]
[[ 251 1008]] , [[ 254 1008]]
[[392 960]] , [[393 959]]
[[343 856]] , [[346 856]]
[[501 831]] , [[501 835]]
[[599 859]] , [[600 858]]
[[616 853]] , [[617 854]]
[[625 811]] , [[626 810]]
[[1069  748]] , [[1069  752]]
[[419 858]] , [[428 858]]
[[599 859]] , [[600 858]]
[[455 797]] , [[455 801]]
[[512 803]] , [[512 807]]
[[425 836]] , [[426 836]]
[[479 845]] , [[480 844]]
[[380 854]] , [[381 853]]
[[516 859]] , [[517 858]]
[[368 817]] , [[369 816]]
[[385 869]] , [[386 868]]
[[593 846]] , [[594 845]]
[[1069  754]] , [[1069  758]]
[[295 572]] , [[295 576]]
[[920 609]] , [[919 610]]
[[383 575]] , [[383 579]]
[[776 842]] , [[777 841]]
[[610 805]] , [[609 806]]
[[614 843]] , [[615 842]]
[[545 854]] , [[546 854]]
[[385 827]] , [[386 826]]
[[642 827]] , [[643 826]]
[[221 838]] , [[246 838]]
[[663 797]] , [[663 798]]
[[366 822]] , [[367 821]]
[[375 819]] , [[376 818]]
[[702 845]] , [[703 844]]
[[438 576]] , [[438 580]]
[[551 574]] , [[551 578]]
[[365 575]] , [[364 576]]
[[914 617]] , [[911 620]]
[[331 575]] , [[330 576]]
[[716 629]] , [[716 633]]
[[433 838]] , [[434 838]]
[[716 629]] , [[716 633]]
[[721 845]] , [[722 844]]
[[635 827]] , [[636 826]]
[[380 846]] , [[381 845]]
[[421 838]] , [[432 838]]
[[445 858]] , [[446 857]]
[[912 619]] , [[911 620]]
[[477 575]] , [[477 579]]
[[401 574]] , [[401 578]]
[[618 599]] , [[617 600]]
[[277 840]] , [[278 839]]
[[296 852]] , [[297 851]]
[[477 575]] , [[477 579]]
[[364 848]] , [[365 847]]
[[638 765]] , [[637 766]]
[[199 839]] , [[200 838]]
[[389 575]] , [[389 579]]
[[620 599]] , [[619 600]]
[[408 839]] , [[409 838]]
[[296 852]] , [[297 851]]
[[742 841]] , [[743 840]]
[[537 854]] , [[540 854]]
[[343 836]] , [[348 836]]
[[429 858]] , [[430 857]]
[[587 859]] , [[588 858]]
[[441 856]] , [[458 856]]
[[441 858]] , [[442 857]]
[[ 674 1364]] , [[ 675 1363]]
[[ 674 1364]] , [[ 675 1363]]
[[ 220 1362]] , [[ 221 1361]]
[[ 630 1139]] , [[ 631 1138]]
[[808 989]] , [[807 990]]
[[ 333 1014]] , [[ 338 1014]]
[[ 391 1341]] , [[ 392 1340]]
[[ 620 1305]] , [[ 621 1304]]
[[ 242 1355]] , [[ 243 1354]]
[[638 913]] , [[638 920]]
[[179 904]] , [[178 905]]
[[828 923]] , [[827 924]]
[[444 981]] , [[443 982]]
[[472 999]] , [[473 998]]
[[ 251 1008]] , [[ 254 1008]]
[[392 960]] , [[393 959]]
[[343 856]] , [[346 856]]
[[501 831]] , [[501 835]]
[[599 859]] , [[600 858]]
[[616 853]] , [[617 854]]
[[625 811]] , [[626 810]]
[[1069  748]] , [[1069  752]]
[[419 858]] , [[428 858]]
[[473 991]] , [[473 995]]
[[ 202 1087]] , [[ 200 1089]]
[[ 617 1031]] , [[ 618 1030]]
[[ 277 1014]] , [[ 277 1019]]
[[ 449 1026]] , [[ 449 1030]]
[[ 820 1031]] , [[ 819 1032]]
[[ 192 1131]] , [[ 192 1147]]
[[ 817 1153]] , [[ 818 1152]]
