[[610 142]] , [[611 141]]
[[590 738]] , [[590 742]]
[[  61 1048]] , [[  61 1057]]
[[  44 1037]] , [[  44 1041]]
[[854 688]] , [[854 689]]
[[312 565]] , [[311 566]]
[[  10 1038]] , [[  10 1039]]
[[593 738]] , [[593 743]]
[[  40 1049]] , [[  39 1050]]
[[  10 1038]] , [[  10 1045]]
[[ 656 1372]] , [[ 656 1377]]
[[ 641 1270]] , [[ 641 1275]]
[[ 159 1359]] , [[ 159 1361]]
[[ 641 1270]] , [[ 641 1275]]
[[ 688 1430]] , [[ 688 1434]]
[[ 650 1404]] , [[ 650 1409]]
[[ 729 1470]] , [[ 728 1471]]
[[ 560 1552]] , [[ 560 1563]]
[[ 572 1557]] , [[ 572 1561]]
[[ 652 1376]] , [[ 652 1383]]
[[ 159 1360]] , [[ 158 1361]]
[[ 516 1336]] , [[ 515 1337]]
[[ 556 1482]] , [[ 556 1488]]
[[  57 1038]] , [[  57 1045]]
[[ 750 1468]] , [[ 750 1472]]
[[ 168 1350]] , [[ 168 1354]]
[[ 727 1470]] , [[ 726 1471]]
[[ 727 1470]] , [[ 726 1471]]
[[ 460 1484]] , [[ 460 1489]]
[[ 734 1428]] , [[ 734 1435]]
[[ 752 1468]] , [[ 752 1472]]
[[  68 1266]] , [[  68 1269]]
[[ 750 1468]] , [[ 750 1472]]
[[ 752 1468]] , [[ 752 1472]]
[[ 654 1478]] , [[ 654 1487]]
[[ 752 1468]] , [[ 752 1472]]
[[ 682 1410]] , [[ 682 1415]]
[[ 682 1410]] , [[ 682 1415]]
[[ 682 1410]] , [[ 682 1415]]
[[ 156 1362]] , [[ 156 1367]]
[[ 522 1482]] , [[ 522 1487]]
[[ 686 1325]] , [[ 686 1329]]
[[ 682 1410]] , [[ 682 1415]]
[[ 656 1368]] , [[ 656 1375]]
[[ 682 1369]] , [[ 682 1373]]
[[ 668 1406]] , [[ 668 1411]]
[[ 698 1472]] , [[ 698 1477]]
[[ 682 1369]] , [[ 682 1373]]
[[ 624 1480]] , [[ 624 1484]]
[[ 656 1368]] , [[ 656 1375]]
[[ 624 1480]] , [[ 624 1484]]
[[ 754 1472]] , [[ 754 1477]]
[[ 576 1548]] , [[ 576 1553]]
[[ 546 1552]] , [[ 546 1557]]
[[ 712 1552]] , [[ 712 1553]]
[[ 730 1469]] , [[ 729 1470]]
[[ 736 1430]] , [[ 736 1435]]
[[ 736 1430]] , [[ 736 1435]]
[[ 668 1404]] , [[ 668 1409]]
[[ 656 1368]] , [[ 656 1375]]
[[ 682 1369]] , [[ 682 1373]]
[[ 668 1404]] , [[ 668 1409]]
[[ 738 1430]] , [[ 738 1435]]
[[ 658 1368]] , [[ 658 1375]]
[[ 682 1369]] , [[ 682 1373]]
[[ 738 1430]] , [[ 738 1435]]
