[[ 63 306]] , [[ 63 310]]
[[513 352]] , [[513 356]]
[[752 117]] , [[751 118]]
[[971 119]] , [[971 123]]
[[ 80 303]] , [[ 80 307]]
[[1036  119]] , [[1035  120]]
[[718 354]] , [[718 358]]
[[668 118]] , [[668 122]]
[[909 119]] , [[909 123]]
[[113 357]] , [[113 361]]
[[757 119]] , [[757 123]]
[[781 120]] , [[781 124]]
[[907 119]] , [[907 123]]
[[878 119]] , [[877 120]]
[[857 120]] , [[857 124]]
[[857 120]] , [[857 124]]
[[718 354]] , [[718 358]]
[[941 121]] , [[941 125]]
[[190 358]] , [[190 362]]
[[244 455]] , [[243 456]]
[[ 82 305]] , [[ 82 309]]
[[ 87 358]] , [[ 87 362]]
[[ 75 305]] , [[ 75 309]]
[[365 455]] , [[365 459]]
[[889 121]] , [[889 125]]
[[906 120]] , [[906 124]]
[[887 121]] , [[887 125]]
[[878 122]] , [[878 126]]
[[1072  105]] , [[1072  109]]
[[904 120]] , [[903 121]]
[[1076   97]] , [[1072  101]]
[[720 356]] , [[720 360]]
[[754 119]] , [[753 120]]
[[734 356]] , [[734 360]]
[[901 120]] , [[901 124]]
[[619 120]] , [[619 124]]
[[809 121]] , [[809 125]]
[[1007  120]] , [[1006  121]]
[[943 121]] , [[943 125]]
[[789 122]] , [[789 126]]
[[818 119]] , [[817 120]]
[[637 118]] , [[637 122]]
[[1075  101]] , [[1075  103]]
[[1060  115]] , [[1060  117]]
[[790 121]] , [[789 122]]
[[ 84 301]] , [[ 83 302]]
[[862 301]] , [[861 302]]
[[979 118]] , [[979 122]]
[[876 119]] , [[876 123]]
[[806 120]] , [[806 124]]
[[668 118]] , [[668 122]]
[[855 118]] , [[854 119]]
[[747 354]] , [[747 358]]
[[907 120]] , [[907 124]]
[[ 71 308]] , [[ 71 312]]
[[876 119]] , [[875 120]]
[[381 453]] , [[381 457]]
[[973 121]] , [[973 125]]
[[348 356]] , [[348 360]]
[[750 354]] , [[750 358]]
[[182 356]] , [[182 360]]
[[751 354]] , [[751 358]]
[[887 119]] , [[887 123]]
[[ 82 303]] , [[ 81 304]]
[[129 355]] , [[129 356]]
[[190 358]] , [[190 362]]
[[677 351]] , [[677 355]]
[[ 71 305]] , [[ 71 309]]
[[1075   95]] , [[1075   96]]
[[719 355]] , [[719 359]]
[[965 121]] , [[965 125]]
[[ 21 359]] , [[ 21 363]]
[[847 121]] , [[847 125]]
[[719 120]] , [[719 124]]
[[1063  113]] , [[1063  114]]
[[917 123]] , [[917 127]]
[[1074   99]] , [[1073  100]]
[[753 119]] , [[752 120]]
[[1074  102]] , [[1074  107]]
[[974 121]] , [[974 125]]
[[689 351]] , [[689 355]]
[[847 306]] , [[847 310]]
[[ 75 306]] , [[ 75 310]]
[[206 483]] , [[206 487]]
[[779 594]] , [[779 602]]
[[677 456]] , [[677 460]]
[[576 552]] , [[576 556]]
[[697 635]] , [[696 636]]
[[845 658]] , [[845 662]]
[[521 583]] , [[519 585]]
[[265 551]] , [[263 553]]
[[301 572]] , [[301 576]]
[[437 554]] , [[437 558]]
[[786 553]] , [[786 558]]
[[832 482]] , [[830 484]]
[[343 571]] , [[340 574]]
[[303 571]] , [[302 572]]
[[695 569]] , [[695 573]]
[[481 488]] , [[481 492]]
[[710 484]] , [[710 488]]
[[651 483]] , [[651 487]]
[[716 569]] , [[716 573]]
[[458 552]] , [[458 556]]
[[689 552]] , [[689 556]]
[[527 549]] , [[525 551]]
[[512 588]] , [[512 593]]
[[409 552]] , [[409 556]]
[[466 654]] , [[466 658]]
[[125 460]] , [[125 464]]
[[140 462]] , [[140 466]]
[[555 549]] , [[553 551]]
[[633 489]] , [[633 493]]
[[224 574]] , [[222 576]]
