[[225 206]] , [[226 205]]
[[657 784]] , [[657 785]]
[[  42 1076]] , [[  42 1087]]
[[  28 1040]] , [[  28 1045]]
[[  10 1038]] , [[  10 1045]]
[[422 735]] , [[422 740]]
[[   0 1052]] , [[   0 1063]]
[[  32 1037]] , [[  32 1041]]
[[  44 1082]] , [[  44 1089]]
[[   0 1052]] , [[   0 1057]]
[[ 732 1428]] , [[ 732 1435]]
[[ 662 1372]] , [[ 662 1377]]
[[ 735 1469]] , [[ 734 1470]]
[[ 690 1325]] , [[ 690 1329]]
[[ 750 1470]] , [[ 750 1475]]
[[ 688 1430]] , [[ 688 1434]]
[[ 702 1548]] , [[ 702 1549]]
[[ 686 1554]] , [[ 686 1555]]
[[ 828 1560]] , [[ 828 1567]]
[[ 730 1428]] , [[ 730 1435]]
[[ 688 1430]] , [[ 688 1435]]
[[ 688 1430]] , [[ 688 1435]]
[[ 577 1566]] , [[ 578 1565]]
[[ 641 1270]] , [[ 641 1275]]
[[ 698 1472]] , [[ 698 1477]]
[[ 700 1470]] , [[ 700 1471]]
[[ 792 1556]] , [[ 792 1557]]
[[ 684 1550]] , [[ 684 1557]]
[[ 630 1554]] , [[ 630 1559]]
[[  86 1444]] , [[  86 1448]]
[[ 654 1482]] , [[ 654 1487]]
[[ 511 1337]] , [[ 511 1341]]
[[ 729 1470]] , [[ 728 1471]]
[[ 654 1478]] , [[ 654 1487]]
[[ 460 1486]] , [[ 460 1490]]
[[ 654 1478]] , [[ 654 1487]]
[[ 730 1469]] , [[ 729 1470]]
[[ 698 1472]] , [[ 698 1477]]
[[ 698 1472]] , [[ 698 1477]]
[[ 632 1370]] , [[ 632 1375]]
[[ 460 1486]] , [[ 460 1491]]
[[ 682 1410]] , [[ 682 1415]]
[[ 731 1469]] , [[ 731 1473]]
[[ 640 1390]] , [[ 640 1399]]
[[ 682 1409]] , [[ 682 1415]]
[[ 730 1469]] , [[ 730 1473]]
[[ 614 1550]] , [[ 614 1555]]
[[ 698 1472]] , [[ 698 1477]]
[[ 612 1552]] , [[ 612 1557]]
[[ 754 1472]] , [[ 754 1477]]
[[ 576 1548]] , [[ 576 1553]]
[[ 734 1494]] , [[ 734 1498]]
[[ 546 1552]] , [[ 546 1557]]
[[ 570 1556]] , [[ 570 1559]]
