[[1077  100]] , [[1076  101]]
[[188 455]] , [[186 457]]
[[858 119]] , [[857 120]]
[[682 635]] , [[681 636]]
[[642 859]] , [[643 858]]
[[247 841]] , [[248 840]]
[[593 493]] , [[593 497]]
[[184 553]] , [[184 557]]
[[520 576]] , [[520 580]]
[[920 341]] , [[919 342]]
[[925 301]] , [[925 305]]
[[990 116]] , [[990 120]]
[[795 118]] , [[795 122]]
[[1066  105]] , [[1066  107]]
[[727 118]] , [[727 122]]
[[806 118]] , [[806 122]]
[[ 80 303]] , [[ 80 307]]
[[1066  107]] , [[1062  111]]
[[ 81 356]] , [[ 81 360]]
[[185 357]] , [[185 361]]
[[655 458]] , [[655 462]]
[[256 453]] , [[256 457]]
[[520 456]] , [[520 460]]
[[395 488]] , [[395 492]]
[[214 358]] , [[214 362]]
[[816 354]] , [[816 358]]
[[ 15 358]] , [[ 13 360]]
[[ 94 303]] , [[ 93 304]]
[[192 457]] , [[190 459]]
[[153 358]] , [[152 359]]
[[206 489]] , [[205 490]]
[[ 37 359]] , [[ 37 363]]
[[ 78 359]] , [[ 77 360]]
[[ 37 359]] , [[ 37 363]]
[[115 358]] , [[115 362]]
[[338 455]] , [[338 459]]
[[156 459]] , [[156 461]]
[[600 490]] , [[600 494]]
[[184 457]] , [[182 459]]
[[461 491]] , [[461 495]]
[[492 549]] , [[492 553]]
[[450 549]] , [[449 550]]
[[702 488]] , [[702 492]]
[[717 488]] , [[717 492]]
[[572 489]] , [[571 490]]
[[ 96 459]] , [[ 95 460]]
[[590 453]] , [[590 457]]
[[576 488]] , [[575 489]]
[[700 488]] , [[700 492]]
[[786 564]] , [[785 565]]
[[291 489]] , [[291 493]]
[[216 553]] , [[215 554]]
[[763 487]] , [[762 488]]
[[381 574]] , [[381 578]]
[[379 491]] , [[379 495]]
[[763 487]] , [[762 488]]
[[293 551]] , [[293 555]]
[[540 574]] , [[540 578]]
[[543 488]] , [[543 492]]
[[195 571]] , [[195 575]]
[[205 572]] , [[205 576]]
[[288 551]] , [[288 555]]
[[548 549]] , [[547 550]]
[[673 572]] , [[671 574]]
[[531 489]] , [[531 493]]
[[187 571]] , [[187 575]]
[[190 571]] , [[190 576]]
[[479 575]] , [[479 579]]
[[629 489]] , [[629 493]]
[[477 575]] , [[477 579]]
[[612 601]] , [[611 602]]
[[750 631]] , [[749 632]]
[[620 617]] , [[619 618]]
[[623 622]] , [[624 621]]
[[596 620]] , [[597 619]]
[[641 661]] , [[642 660]]
[[439 573]] , [[439 575]]
[[170 557]] , [[170 561]]
[[510 576]] , [[509 577]]
[[471 577]] , [[471 581]]
