[[ 423 1204]] , [[ 424 1203]]
[[ 260 1174]] , [[ 260 1175]]
[[ 260 1174]] , [[ 258 1176]]
[[ 336 1174]] , [[ 336 1179]]
[[ 414 1176]] , [[ 414 1177]]
[[ 452 1176]] , [[ 452 1183]]
[[ 214 1180]] , [[ 214 1183]]
[[ 469 1174]] , [[ 468 1175]]
[[ 278 1169]] , [[ 277 1170]]
[[ 414 1156]] , [[ 414 1169]]
[[ 410 1084]] , [[ 410 1086]]
[[ 192 1024]] , [[ 192 1031]]
[[378 854]] , [[378 859]]
[[510 840]] , [[510 845]]
[[374 830]] , [[374 831]]
[[192 450]] , [[192 455]]
[[883 636]] , [[883 640]]
[[140 360]] , [[140 364]]
[[314 588]] , [[314 589]]
[[316 588]] , [[316 589]]
[[250 592]] , [[250 599]]
[[252 546]] , [[252 551]]
[[262 587]] , [[262 591]]
[[280 576]] , [[280 577]]
[[262 587]] , [[262 591]]
[[413 592]] , [[412 593]]
[[288 593]] , [[288 597]]
[[314 588]] , [[314 589]]
[[270 592]] , [[270 597]]
[[288 593]] , [[288 597]]
[[872 634]] , [[871 635]]
[[886 635]] , [[886 639]]
[[ 98 626]] , [[ 98 631]]
[[275 581]] , [[275 582]]
[[262 588]] , [[262 591]]
[[240 550]] , [[240 554]]
[[302 609]] , [[302 613]]
[[248 548]] , [[248 552]]
[[374 826]] , [[374 829]]
[[320 592]] , [[320 597]]
[[257 549]] , [[257 553]]
[[140 362]] , [[140 367]]
[[368 828]] , [[368 829]]
[[368 828]] , [[368 829]]
[[186 452]] , [[186 453]]
[[138 362]] , [[138 367]]
[[250 550]] , [[250 554]]
[[250 550]] , [[250 554]]
[[268 592]] , [[268 599]]
[[312 588]] , [[312 589]]
[[140 362]] , [[140 366]]
[[186 450]] , [[186 451]]
[[184 448]] , [[184 449]]
[[138 360]] , [[138 365]]
[[182 450]] , [[182 457]]
[[266 590]] , [[266 595]]
[[316 592]] , [[316 593]]
[[317 592]] , [[317 596]]
[[636 833]] , [[636 837]]
[[138 360]] , [[138 365]]
[[186 452]] , [[186 457]]
[[136 360]] , [[136 364]]
[[308 590]] , [[308 596]]
[[316 592]] , [[316 596]]
[[630 833]] , [[630 837]]
[[404 834]] , [[404 835]]
[[182 452]] , [[182 457]]
[[640 836]] , [[640 839]]
[[502 840]] , [[502 841]]
[[502 840]] , [[502 841]]
[[346 828]] , [[346 831]]
[[400 834]] , [[400 835]]
[[400 834]] , [[400 835]]
[[638 836]] , [[638 839]]
[[454 842]] , [[454 847]]
[[591 852]] , [[592 851]]
[[307 590]] , [[307 594]]
[[402 834]] , [[402 835]]
[[192 452]] , [[192 453]]
[[258 588]] , [[258 594]]
[[268 590]] , [[268 597]]
[[268 590]] , [[268 597]]
[[194 832]] , [[194 833]]
[[252 548]] , [[252 549]]
[[624 838]] , [[624 839]]
[[307 590]] , [[307 595]]
[[382 836]] , [[382 837]]
[[194 454]] , [[194 458]]
[[343 856]] , [[344 855]]
[[182 834]] , [[182 835]]
[[182 836]] , [[182 837]]
[[325 852]] , [[326 851]]
[[524 846]] , [[524 847]]
[[304 611]] , [[304 617]]
[[128 844]] , [[128 849]]
[[116 838]] , [[116 843]]
[[356 832]] , [[356 833]]
[[416 589]] , [[416 596]]
[[142 832]] , [[142 833]]
[[311 850]] , [[312 849]]
[[418 591]] , [[417 592]]
[[308 588]] , [[308 595]]
[[334 826]] , [[334 831]]
[[316 590]] , [[316 595]]
[[206 586]] , [[206 591]]
[[494 840]] , [[494 849]]
[[142 830]] , [[142 831]]
[[142 830]] , [[142 831]]
[[308 590]] , [[308 595]]
[[317 854]] , [[318 853]]
[[336 832]] , [[336 833]]
[[173 592]] , [[172 593]]
[[182 448]] , [[182 451]]
[[132 832]] , [[132 833]]
[[494 842]] , [[494 845]]
[[334 830]] , [[334 831]]
[[334 830]] , [[334 831]]
[[414 592]] , [[414 599]]
[[432 593]] , [[432 597]]
[[432 593]] , [[432 597]]
[[330 832]] , [[330 833]]
[[330 830]] , [[330 831]]
[[396 593]] , [[396 598]]
[[433 593]] , [[433 597]]
[[270 588]] , [[270 589]]
[[270 588]] , [[270 589]]
[[442 592]] , [[441 593]]
[[442 592]] , [[441 593]]
[[442 592]] , [[441 593]]
[[396 592]] , [[396 599]]
[[396 593]] , [[396 601]]
[[318 592]] , [[318 593]]
[[316 590]] , [[316 593]]
[[176 592]] , [[176 595]]
[[430 592]] , [[430 599]]
[[244 550]] , [[244 555]]
[[302 588]] , [[302 592]]
[[284 593]] , [[284 599]]
[[219 601]] , [[219 605]]
[[422 595]] , [[422 599]]
[[202 602]] , [[202 606]]
[[202 602]] , [[202 607]]
[[222 602]] , [[222 606]]
[[348 832]] , [[348 833]]
[[224 602]] , [[224 607]]
[[341 844]] , [[342 843]]
[[224 603]] , [[224 607]]
[[158 838]] , [[158 839]]
[[236 602]] , [[236 606]]
[[236 602]] , [[236 606]]
[[396 595]] , [[396 599]]
[[446 594]] , [[446 598]]
[[234 602]] , [[234 606]]
[[204 602]] , [[204 606]]
[[526 842]] , [[526 843]]
[[337 832]] , [[336 833]]
[[434 594]] , [[433 595]]
[[252 550]] , [[252 554]]
[[182 454]] , [[182 459]]
[[257 589]] , [[256 590]]
[[308 587]] , [[308 593]]
[[308 587]] , [[308 593]]
[[308 587]] , [[308 595]]
[[308 587]] , [[308 593]]
[[339 828]] , [[337 830]]
[[264 588]] , [[264 593]]
[[334 830]] , [[334 831]]
[[142 362]] , [[142 366]]
[[144 362]] , [[144 366]]
[[255 589]] , [[255 593]]
[[335 846]] , [[336 845]]
[[632 842]] , [[632 845]]
[[630 835]] , [[630 839]]
[[310 588]] , [[310 591]]
[[530 844]] , [[530 849]]
[[636 835]] , [[636 839]]
[[552 844]] , [[552 849]]
[[410 834]] , [[410 839]]
[[552 844]] , [[552 849]]
[[358 830]] , [[358 831]]
[[139 364]] , [[139 368]]
[[139 364]] , [[139 368]]
[[308 592]] , [[308 597]]
[[386 832]] , [[386 835]]
[[308 592]] , [[308 597]]
[[384 830]] , [[384 835]]
[[412 836]] , [[412 845]]
[[386 830]] , [[386 833]]
[[388 830]] , [[388 833]]
[[648 836]] , [[648 841]]
[[248 552]] , [[248 556]]
[[358 832]] , [[357 833]]
[[248 552]] , [[248 557]]
[[420 834]] , [[420 835]]
[[416 834]] , [[416 845]]
[[196 846]] , [[196 851]]
[[654 858]] , [[655 857]]
[[660 838]] , [[660 845]]
[[656 837]] , [[656 841]]
[[432 836]] , [[432 837]]
[[660 837]] , [[660 841]]
[[222 836]] , [[222 839]]
[[648 835]] , [[648 839]]
[[434 834]] , [[434 845]]
[[188 456]] , [[188 461]]
[[258 834]] , [[258 835]]
[[260 834]] , [[260 835]]
[[270 553]] , [[270 557]]
[[438 834]] , [[438 835]]
[[642 834]] , [[642 839]]
[[270 553]] , [[270 557]]
[[270 553]] , [[270 557]]
[[655 844]] , [[656 843]]
[[248 552]] , [[248 557]]
[[198 456]] , [[198 460]]
[[184 458]] , [[184 463]]
[[185 458]] , [[184 459]]
[[448 834]] , [[448 839]]
[[579 852]] , [[580 851]]
[[647 840]] , [[648 839]]
[[272 834]] , [[272 835]]
[[196 454]] , [[196 455]]
[[432 596]] , [[431 597]]
[[262 590]] , [[262 595]]
[[433 596]] , [[432 597]]
[[188 456]] , [[188 461]]
[[184 456]] , [[184 461]]
[[189 458]] , [[188 459]]
[[390 600]] , [[390 608]]
[[264 598]] , [[264 599]]
[[404 602]] , [[404 606]]
[[421 602]] , [[420 603]]
[[392 602]] , [[392 606]]
[[460 844]] , [[460 845]]
[[260 838]] , [[260 839]]
[[393 602]] , [[393 606]]
[[396 600]] , [[396 604]]
[[190 458]] , [[190 463]]
[[190 456]] , [[190 461]]
[[398 833]] , [[397 834]]
[[310 580]] , [[310 585]]
[[302 578]] , [[302 583]]
[[391 840]] , [[392 839]]
[[481 834]] , [[482 833]]
[[479 840]] , [[480 839]]
[[390 574]] , [[390 583]]
[[562 832]] , [[562 837]]
[[300 572]] , [[300 579]]
[[332 593]] , [[332 597]]
[[392 578]] , [[392 579]]
[[184 446]] , [[183 447]]
[[406 578]] , [[406 579]]
[[406 578]] , [[406 579]]
[[428 594]] , [[428 598]]
[[398 832]] , [[398 843]]
[[288 586]] , [[288 591]]
[[150 832]] , [[150 845]]
[[341 838]] , [[342 837]]
[[337 840]] , [[338 839]]
[[256 580]] , [[255 581]]
[[312 579]] , [[312 583]]
[[256 580]] , [[255 581]]
[[256 580]] , [[255 581]]
[[390 578]] , [[389 579]]
[[420 846]] , [[421 845]]
[[431 572]] , [[429 574]]
[[431 572]] , [[430 573]]
[[289 568]] , [[288 569]]
[[302 578]] , [[302 595]]
[[346 591]] , [[346 595]]
[[278 570]] , [[278 575]]
[[430 574]] , [[430 579]]
[[188 446]] , [[188 451]]
[[250 590]] , [[251 589]]
[[390 593]] , [[390 597]]
[[188 446]] , [[188 450]]
[[290 576]] , [[290 577]]
[[206 591]] , [[206 596]]
[[429 574]] , [[428 575]]
[[335 591]] , [[335 595]]
[[206 590]] , [[206 594]]
[[156 582]] , [[156 583]]
[[256 580]] , [[256 583]]
[[654 593]] , [[654 597]]
[[188 593]] , [[188 598]]
[[167 584]] , [[167 588]]
[[906 592]] , [[906 596]]
[[184 582]] , [[184 583]]
[[354 594]] , [[354 599]]
[[256 580]] , [[256 582]]
[[216 581]] , [[216 585]]
[[204 595]] , [[204 599]]
[[201 842]] , [[202 841]]
[[ 54 830]] , [[ 54 831]]
[[142 586]] , [[142 590]]
[[290 580]] , [[290 581]]
[[172 580]] , [[172 581]]
[[204 598]] , [[204 602]]
[[875 596]] , [[875 600]]
[[140 587]] , [[140 591]]
[[140 587]] , [[140 591]]
[[206 599]] , [[206 603]]
[[158 599]] , [[158 603]]
[[440 597]] , [[440 601]]
[[206 598]] , [[206 602]]
[[872 621]] , [[872 625]]
[[ 32 829]] , [[ 31 830]]
[[369 593]] , [[368 594]]
[[866 630]] , [[866 635]]
[[654 840]] , [[654 841]]
[[462 593]] , [[462 597]]
[[358 593]] , [[358 597]]
[[170 584]] , [[170 585]]
[[170 584]] , [[170 585]]
[[838 594]] , [[838 600]]
[[190 596]] , [[190 600]]
[[836 594]] , [[836 599]]
[[188 598]] , [[188 602]]
[[456 596]] , [[456 600]]
[[140 599]] , [[140 603]]
[[448 596]] , [[448 600]]
[[448 596]] , [[448 600]]
[[150 599]] , [[150 603]]
[[340 597]] , [[340 601]]
[[150 599]] , [[150 603]]
[[160 597]] , [[160 601]]
[[862 629]] , [[862 633]]
[[216 595]] , [[216 599]]
[[344 594]] , [[344 599]]
[[862 594]] , [[862 600]]
[[883 608]] , [[883 609]]
[[848 596]] , [[848 601]]
[[414 586]] , [[414 587]]
[[220 600]] , [[220 604]]
[[254 596]] , [[253 597]]
[[884 620]] , [[884 625]]
[[229 609]] , [[229 613]]
[[ 32 844]] , [[ 32 845]]
[[862 614]] , [[862 623]]
[[892 636]] , [[892 641]]
[[158 598]] , [[158 605]]
[[257 605]] , [[258 604]]
[[366 605]] , [[366 609]]
[[446 602]] , [[446 607]]
[[230 602]] , [[230 606]]
[[881 597]] , [[880 598]]
[[286 592]] , [[286 595]]
[[204 604]] , [[204 608]]
[[366 602]] , [[366 607]]
[[156 605]] , [[156 609]]
[[238 602]] , [[238 606]]
[[190 592]] , [[190 596]]
[[238 602]] , [[238 606]]
[[918 608]] , [[918 615]]
[[ 90 838]] , [[ 90 839]]
[[922 608]] , [[922 613]]
[[208 588]] , [[208 592]]
[[244 602]] , [[244 606]]
[[260 588]] , [[259 589]]
[[370 601]] , [[370 605]]
[[178 592]] , [[178 593]]
[[251 602]] , [[251 606]]
[[450 601]] , [[450 605]]
[[432 588]] , [[432 595]]
[[186 454]] , [[186 459]]
[[192 606]] , [[192 610]]
[[126 846]] , [[126 851]]
[[337 850]] , [[338 849]]
[[339 850]] , [[340 849]]
[[394 602]] , [[394 607]]
[[282 594]] , [[282 595]]
[[370 603]] , [[370 607]]
[[370 603]] , [[370 607]]
[[350 834]] , [[350 835]]
[[382 603]] , [[382 607]]
[[246 596]] , [[246 600]]
[[246 596]] , [[246 600]]
[[196 605]] , [[196 609]]
[[226 605]] , [[226 609]]
[[264 592]] , [[264 595]]
[[272 596]] , [[272 601]]
[[410 584]] , [[410 585]]
[[412 584]] , [[412 589]]
[[198 458]] , [[198 462]]
[[304 594]] , [[304 599]]
[[284 579]] , [[284 583]]
[[198 454]] , [[198 458]]
[[256 552]] , [[256 556]]
[[286 582]] , [[286 586]]
[[666 842]] , [[666 843]]
[[ 801 1364]] , [[ 802 1363]]
[[300 588]] , [[300 593]]
[[300 588]] , [[300 593]]
[[301 588]] , [[301 592]]
[[279 582]] , [[279 587]]
[[242 546]] , [[242 551]]
[[360 832]] , [[360 833]]
[[272 596]] , [[272 601]]
[[666 840]] , [[666 841]]
[[666 838]] , [[666 841]]
[[360 832]] , [[360 835]]
[[662 837]] , [[662 839]]
[[420 836]] , [[420 849]]
[[358 832]] , [[358 833]]
[[358 834]] , [[358 835]]
[[420 834]] , [[420 849]]
[[644 834]] , [[644 835]]
[[644 834]] , [[644 835]]
[[262 591]] , [[262 595]]
[[182 454]] , [[182 459]]
[[315 594]] , [[315 599]]
[[226 834]] , [[226 835]]
[[366 834]] , [[366 835]]
[[315 594]] , [[315 599]]
[[652 835]] , [[652 839]]
[[432 834]] , [[432 835]]
[[278 584]] , [[278 585]]
[[247 549]] , [[246 550]]
[[218 496]] , [[218 500]]
[[352 838]] , [[352 843]]
[[248 549]] , [[247 550]]
[[223 492]] , [[223 496]]
[[186 450]] , [[186 457]]
[[248 541]] , [[248 545]]
[[248 540]] , [[248 549]]
[[248 540]] , [[248 549]]
[[370 832]] , [[370 833]]
[[436 836]] , [[436 843]]
[[426 838]] , [[426 843]]
[[582 848]] , [[582 853]]
[[558 850]] , [[558 855]]
[[312 598]] , [[312 605]]
[[398 838]] , [[398 839]]
[[510 846]] , [[510 853]]
[[446 846]] , [[446 847]]
[[588 856]] , [[588 860]]
[[624 842]] , [[624 843]]
[[578 854]] , [[578 855]]
[[322 850]] , [[322 859]]
[[332 834]] , [[332 839]]
[[584 848]] , [[584 849]]
[[552 858]] , [[552 863]]
[[321 938]] , [[322 937]]
[[496 850]] , [[496 863]]
[[206 854]] , [[206 861]]
[[504 858]] , [[504 863]]
[[694 846]] , [[694 847]]
[[290 834]] , [[290 835]]
[[522 840]] , [[522 843]]
[[384 836]] , [[384 841]]
[[240 832]] , [[240 845]]
[[632 836]] , [[632 841]]
[[286 834]] , [[286 837]]
[[286 834]] , [[286 837]]
[[638 837]] , [[638 841]]
